"0","0
"
"2","0
"
"7","1
"
"9","0
"
"10","0
"
"11","1
"
"12","1
"
"15","1
"
"16","1
"
"17","0
"
"18","1
"
"19","0
"
"20","1
"
"21","0
"
"22","0
"
"23","0
"
"25","0
"
"27","0
"
"28","0
"
"29","1
"
"30","0
"
"31","1
"
"32","1
"
"34","0
"
"35","0
"
"36","0
"
"40","0
"
"41","0
"
"43","0
"
"44","0
"
"48","1
"
"49","1
"
"52","0
"
"54","0
"
"56","0
"
"58","1
"
"59","0
"
"61","0
"
"63","0
"
"64","0
"
"65","1
"
"66","1
"
"67","1
"
"68","0
"
"72","1
"
"73","1
"
"76","0
"
"77","0
"
"79","1
"
"81","0
"
"83","0
"
"84","1
"
"85","1
"
"87","0
"
"88","1
"
"89","0
"
"92","1
"
"93","1
"
"97","0
"
"98","0
"
"99","0
"
"103","0
"
"104","1
"
"105","0
"
"107","1
"
"108","0
"
"111","0
"
"112","0
"
"114","0
"
"115","0
"
"117","0
"
"119","0
"
"120","1
"
"122","1
"
"123","0
"
"124","0
"
"126","0
"
"127","1
"
"128","0
"
"129","0
"
"130","0
"
"132","0
"
"133","0
"
"134","0
"
"135","1
"
"137","0
"
"139","0
"
"140","0
"
"142","0
"
"143","1
"
"145","0
"
"146","0
"
"147","0
"
"148","0
"
"149","0
"
"150","0
"
"152","1
"
"154","0
"
"155","0
"
"158","1
"
"160","1
"
"162","0
"
"163","1
"
"164","0
"
"165","1
"
"166","0
"
"167","0
"
"168","1
"
"172","0
"
"175","1
"
"178","1
"
"180","1
"
"181","0
"
"186","0
"
"188","1
"
"191","1
"
"192","0
"
"193","1
"
"194","1
"
"197","1
"
"198","1
"
"202","0
"
"203","1
"
"209","1
"
"212","0
"
"215","1
"
"216","1
"
"217","0
"
"221","1
"
"223","0
"
"224","1
"
"225","0
"
"226","1
"
"227","0
"
"228","0
"
"230","0
"
"235","1
"
"236","1
"
"238","1
"
"246","1
"
"247","0
"
"249","1
"
"252","0
"
"253","1
"
"255","1
"
"256","0
"
"257","0
"
"258","0
"
"260","1
"
"261","1
"
"263","0
"
"264","0
"
"265","0
"
"267","1
"
"270","1
"
"271","0
"
"273","1
"
"274","1
"
"277","0
"
"278","0
"
"285","1
"
"286","1
"
"289","0
"
"292","0
"
"293","1
"
"294","0
"
"295","1
"
"296","1
"
"297","0
"
"298","0
"
"301","0
"
"303","0
"
"304","1
"
"307","1
"
"308","1
"
"309","1
"
"310","0
"
"311","0
"
"315","0
"
"316","0
"
"317","1
"
"319","0
"
"321","1
"
"322","1
"
"323","1
"
"325","0
"
"326","1
"
"327","0
"
"329","1
"
"331","1
"
"332","0
"
"333","0
"
"334","0
"
"335","0
"
"337","0
"
"339","1
"
"340","0
"
"342","0
"
"343","0
"
"345","0
"
"348","1
"
"350","1
"
"351","0
"
"352","0
"
"353","1
"
"355","0
"
"356","0
"
"357","0
"
"358","0
"
"359","0
"
"360","0
"
"362","0
"
"363","0
"
"364","1
"
"365","1
"
"366","0
"
"368","1
"
"369","0
"
"370","0
"
"372","0
"
"373","1
"
"374","0
"
"376","0
"
"377","1
"
"378","0
"
"379","0
"
"380","1
"
"382","0
"
"383","1
"
"386","0
"
"388","0
"
"390","1
"
"391","0
"
"392","0
"
"394","1
"
"396","0
"
"397","1
"
"400","1
"
"402","1
"
"405","1
"
"409","1
"
"411","0
"
"415","1
"
"417","0
"
"419","0
"
"421","1
"
"425","0
"
"426","0
"
"428","1
"
"429","0
"
"430","1
"
"431","1
"
"432","1
"
"433","0
"
"434","0
"
"435","0
"
"436","0
"
"438","0
"
"439","1
"
"440","0
"
"441","0
"
